8 1 -44.0
11 3 -42.0
14 4 -45.0
17 6 -48.0
21 9 -58.0
24 11 -51.0
27 13 -53.0
31 15 -52.0
34 17 -56.0
35 17 -53.0
40 19 -57.0
50 21 -56.0
55 23 -57.0
57 23 -60.0
61 25 -67.0
62 25 -65.0
63 25 -65.0
68 27 -76.0
69 27 -71.0
70 27 -67.0
74 29 -67.0
75 29 -64.0
76 29 -66.0
77 29 -66.0
81 31 -62.0
82 31 -64.0
83 31 -65.0
87 32 -67.0
88 32 -67.0
